_id,spoj_solve_rate_normalized,spoj_title,spoj_words,codechef_solve_rate_normalized,codechef_title,codechef_words,ltable_ID,rtable_ID,exact_title_match,diff_in_words_len,jaccard_sim,edit_dist,lr_pred_match
45316,-0.305132787949,MOVEBOOK,"  Sheldon and Lenard are a pair of nerds playing an unimaginatively named game, ""Move the books"". The game board is an infinitely long strip of cells numbered 1,2,3.... from left to right. On certain cells, their favourite physics books have been placed. A player's move consists of taking any one of the books and moving it to any cell which lies to its left. But there is a constraint that you are not allowed to make your book jump over a cell that contains a book already (ie, You cannot move a book from cell j to cell i < j if there is a cell k which contains one or more books such that i < k < j). However, you can place a book into a cell even if it contains one or more books already. But books that are placed in a cell are stacked in the order in which they arrive and hence only the topmost book (the last arrived one) can be moved from there. The players make moves alternately, and the person unable to move any book loses.  They have been playing the game for a long time. Sheldon makes the first move in all the games and wins most of the time. Lenard is fed up and wants to make the first move. However, Sheldon doesn't yield and this leads to an argument. This is the final agreement they have come up with:   They start with N books placed in different cells. The arrangement is computer generated and hence there is no player role in this step  Lenard picks two natural numbers a & c while Sheldon picks a natural number b. Both are unaware of the number(s) the other person has chosen while choosing their own number(s). Three more books are now added to the set : a cells to the right of the rightmost current book, b cells to the right of this book and c cells to the right of the latter book.  They start the game with the same rules as earlier, with Sheldon making the first move.     Now Lenard feels that there might be certain pairs (a,c) such that independent of which number Sheldon chooses, Lenard is assured to win the game. Given the initial configuration of the board find all such pairs, sort them lexicographically [(a 1 ,c 1 ) < (a 2 ,c 2 ) iff a 1 < a 2 or (a 1 =a 2 and c 1 < c 2 )] and output the Kth such pair. If there are less than K pairs with this property, output Impossible   The first line of the Input contains T (50), the number of test cases. Following this are the descriptions of the T test cases  The first line in the description of each test case contains two space separated integers N (1000) and K (10 8 ). Following these are N lines, each containing the location of a book. The book positions are given in increasing order and will each fit in a 32 bit signed integer.   For each test case output the Kth lexicographically smallest pair of integers that will assure Lenard a win. The two integers should be separated by a space and pairs for each test case should be output on a new line. If for any test case there are less than K pairs of integers that assure Lenard a win, on the line for that test case output Impossible  Example  Input: 1
1 1
1 Output: 1 1 ",-0.208449712018,IOPC1109,"Sheldon and Lenard are a pair of nerds playing an unimaginatively named game, ""Move the books"". The game board is an infinitely long strip of cells numbered 1,2,3.... from left to right. On certain cells, their favourite physics books have been placed. A player's move consists of taking any one of the books and moving it to any cell which lies to its left. But there is a constraint that you are not allowed to make your book jump over a cell that contains a book already (ie, You cannot move a book from cell j to cell i < j if there is a cell k which contains one or more books such that i < k < j). However, you can place a book into a cell even if it contains one or more books already. But books that are placed in a cell are stacked in the order in which they arrive and hence only the topmost book (the last arrived one) can be moved from there. The players make moves alternately, and the person unable to move any book loses.They have been playing the game for a long time. Sheldon makes the first move in all the games and wins most of the time. Lenard is fed up and wants to make the first move. However, Sheldon doesn't yield and this leads to an argument. This is the final agreement they have come up with:They start with N books placed in different cells. The arrangement is computer generated and hence there is no player role in this step
Lenard picks two natural numbers a & c while Sheldon picks a natural number b. Both are unaware of the number(s) the other person has chosen while choosing their own number(s). Three more books are now added to the set : a cells to the right of the rightmost current book, b cells to the right of this book and c cells to the right of the latter book.
They start the game with the same rules as earlier, with Sheldon making the first move.Now Lenard feels that there might be certain pairs (a,c) such that independent of which number Sheldon chooses, Lenard is assured to win the game. Given the initial configuration of the board find all such pairs, sort them lexicographically [(a1,c1) < (a2,c2) iff a1 < a2 or (a1=a2 and c1 < c2)] and output the Kth such pair. If there are less than K pairs with this property, output ImpossibleThe first line of the Input contains T (≤50), the number of test cases. Following this are the descriptions of the T test casesThe first line in the description of each test case contains two space separated integers N (≤1000) and K (≤108). Following these are N lines, each containing the location of a book. The book positions are given in increasing order and will each fit in a 32 bit signed integer.For each test case output the Kth lexicographically smallest pair of integers that will assure Lenard a win. The two integers should be separated by a space and pairs for each test case should be output on a new line. If for any test case there are less than K pairs of integers that assure Lenard a win, on the line for that test case output Impossible",4695,2241,0,52,0.84229390681,7,1
45385,-0.278690445016,ROADTRIP,"  Phileas Fogg and Passepartout are now going on a road trip in their brand new car. They start at location A 0 and need to go to A N . Their car has a capacity to hold only C units of fuel and can travel unit distance on unit amount of fuel. They start by filling some amount of fuel from the filling station at A 0 . On the way, there are several filling stations A 1 , A 2 ,... A N-1 . The cost of fuel is not the same at all filling stations. Find the minimum amount that they have to spend on fuel to make the journey.  Note that it is assured that the journey can be completed with the car of the given capacity.   The first line of input contains T (10), the number of test cases. Following this are the descriptions of the testcases  The first line in the description of each test case contains two space integers N (50000) and C (10 8 ). This is followed by N lines, each containing an integer. The integer on the ith line is the distance from A 0 to A i and is  10 8 . The distances are in increasing order. This is followed by N more lines, each containing an integer. The integer on the ith line is the cost of one unit of fuel at the filling station A i-1 and is   10 8 .   Output one integer per test case, the minimum total amount that needs to be spent on fuel to complete the journey  Example  Input: 2
5 10
10
20
30
40
50
1
2
1
2
1
5 15
10
20
30
40
50
1
2
1
2
1 Output: 70
60 ",-0.207571737109,IOPC1110,"Phileas Fogg and Passepartout are now going on a road trip in their brand new car. They start at location A0 and need to go to AN. Their car has a capacity to hold only C units of fuel and can travel unit distance on unit amount of fuel. They start by filling some amount of fuel from the filling station at A0. On the way, there are several filling stations A1, A2,... AN-1. The cost of fuel is not the same at all filling stations. Find the minimum amount that they have to spend on fuel to make the journey. Note that it is assured that the journey can be completed with the car of the given capacity.The first line of input contains T (≤10), the number of test cases. Following this are the descriptions of the testcasesThe first line in the description of each test case contains two space integers N (≤50000) and C (≤108). This is followed by N lines, each containing an integer. The integer on the ith line is the distance from A0 to Ai and is ≤ 108. The distances are in increasing order. This is followed by N more lines, each containing an integer. The integer on the ith line is the cost of one unit of fuel at the filling station Ai-1 and is ≤ 108.Output one integer per test case, the minimum total amount that needs to be spent on fuel to complete the journey",4696,2690,0,42,0.718954248366,7,1
45388,-0.305132787949,GNTFNTN,"  The Dystopian government has installed a giant fountain in front of the parliament building. The fountain consists of N levels stacked one on top of the other and is situated on top of a large tank of infinite capacity. The levels of the fountain are numbered 1 to N from top to bottom. The top l 1 levels are identical with capacity c 1 , the next l 2 levels identical with capacity c 2 ,... the final l K levels with capacity c K . Here l 1 + l 2 + ... l K = N.  When water is added to level i beyond its capacity, the excess water overflows to level i+1. Water overflowing from level N is collected in the tank. Water is added to the levels in the following fashion. First, w 1 amount of water is added to each level i such that s 1  i  e 1 . Then w 2 amount of water is added to each s 2  i  e 2 ... Finally w M amount is added to s M  i  e M . Note that water might be added to the same level multiple times in this fashion.  You have to find out the amount of water that has overflowed to the tank at the bottom, and the total number of levels of the fountain that are completely filled   The first line of the input contains T (10), the number of test cases. Following this are the descriptions of the test cases.  The first line of the description of a test case contains space separated integers N (2x10 8 ), K (2000) and M (10 4 ). Following this are K lines, each containing a space separated pair of integers. These are the (l i ,c i ) pair as explained in the problem statement. Here l 1 + l 2 + ... l K = N and c i  10 8 . This is followed by M lines, each containing a space separated triplet of integers. These are (s i ,e i ,w i ) as explained in the problem statement. 1  s i  e i  N and w i  10 6   For each test case output a space separated pair of integers : The total amount of water that has overflowed to the tank and the number of levels of the fountain that are completely filled.  Example  Input: 1
10 2 1
5 6
5 3
3 9 5 Output: 5 5 ",-0.208449712018,IOPC1111,"The Dystopian government has installed a giant fountain in front of the parliament building. The fountain consists of N levels stacked one on top of the other and is situated on top of a large tank of infinite capacity. The levels of the fountain are numbered 1 to N from top to bottom. The top l1 levels are identical with capacity c1, the next l2 levels identical with capacity c2,... the final lK levels with capacity cK. Here l1 + l2 + ... lK = N.When water is added to level i beyond its capacity, the excess water overflows to level i+1. Water overflowing from level N is collected in the tank. Water is added to the levels in the following fashion. First, w1 amount of water is added to each level i such that s1 ≤ i ≤ e1. Then w2 amount of water is added to each s2 ≤ i ≤ e2... Finally wM amount is added to sM ≤ i ≤ eM. Note that water might be added to the same level multiple times in this fashion. You have to find out the amount of water that has overflowed to the tank at the bottom, and the total number of levels of the fountain that are completely filledThe first line of the input contains T (≤10), the number of test cases. Following this are the descriptions of the test cases.The first line of the description of a test case contains space separated integers N (≤2x108), K (≤2000) and M (≤104). Following this are K lines, each containing a space separated pair of integers. These are the (li,ci) pair as explained in the problem statement. Here l1 + l2 + ... lK = N and ci ≤ 108. This is followed by M lines, each containing a space separated triplet of integers. These are (si,ei,wi) as explained in the problem statement. 1 ≤ si ≤ ei ≤ N and wi ≤ 106For each test case output a space separated pair of integers : The total amount of water that has overflowed to the tank and the number of levels of the fountain that are completely filled.",4697,2240,0,76,0.623655913978,8,1
45395,-0.299161936319,SSTRCITS,"  Unlike Dystopia, the neighbouring nation of Utopia believes in economic development. To improve the economy of the nation, the Utopian government has decided to select some pairs of cities as sister cities and take steps to improve trade relations between each pair.  There are N cities in Utopia, numbered 1 to N. There are two-way roads  connecting some pairs of cities. The total number of roads in Utopia is R. Now the road network in Utopia has been created efficiently so that there is no road that is redundant. That is, there is exactly one way to travel between any pair of cities without using the same road twice. Now when a pair of cities is chosen as sister cities, the government wants to make sure that there is a direct road between them. Also, a given city cannot have more than one sister.  Given the road network of Utopia, find the number of ways of selecting K pairs of sister cities under these constraints. As the answer can be quite large, output it modulo 100000007.  For example, assume that there are 6 cities in Utopia. There are direct roads between the following pairs of cities : (1,2), (2,3), (2,4), (4,5), (4,6). Notice that  there is exactly one way to travel between any pair of cities. If the government wants to select two pairs of sister cities, it can do it in four ways : {(1,2),(4,5)}, {(3,2),(4,5)}, {(1,2),(4,6)}, {(3,2),(4,6)}   First line of the input contains T (10), the number of test cases. This is followed by the description of the test cases.  The description of each test case begins with a line containing 3 space separated integers N (<400), R (<10000) and K (<400). Following these are R lines, each representing a road in Utopia. The line will contain two different space separated integers N 1 and N 2 implying that there is a two way road between N 1 and N 2 . You are assured that the road network has the property as described in the problem statement.   For each test case, output modulo 100000007 the number of ways of selecting K pairs of sister cities satisfying the conditions in the problem statement.  Example  Input: 2
3 2 1
1 2
2 3
6 5 2
1 2
2 3
2 4
4 5
4 6 Output: 2
4 ",-0.208449712018,IOPC1112,"Unlike Dystopia, the neighbouring nation of Utopia believes in economic development. To improve the economy of the nation, the Utopian government has decided to select some pairs of cities as sister cities and take steps to improve trade relations between each pair.There are N cities in Utopia, numbered 1 to N. There are two-way roads connecting some pairs of cities. The total number of roads in Utopia is R. Now the road network in Utopia has been created efficiently so that there is no road that is redundant. That is, there is exactly one way to travel between any pair of cities without using the same road twice. Now when a pair of cities is chosen as sister cities, the government wants to make sure that there is a direct road between them. Also, a given city cannot have more than one sister.Given the road network of Utopia, find the number of ways of selecting K pairs of sister cities under these constraints. As the answer can be quite large, output it modulo 100000007.For example, assume that there are 6 cities in Utopia. There are direct roads between the following pairs of cities : (1,2), (2,3), (2,4), (4,5), (4,6). Notice that there is exactly one way to travel between any pair of cities. If the government wants to select two pairs of sister cities, it can do it in four ways : {(1,2),(4,5)}, {(3,2),(4,5)}, {(1,2),(4,6)}, {(3,2),(4,6)}First line of the input contains T (≤10), the number of test cases. This is followed by the description of the test cases.The description of each test case begins with a line containing 3 space separated integers N (<400), R (<10000) and K (<400). Following these are R lines, each representing a road in Utopia. The line will contain two different space separated integers N1 and N2 implying that there is a two way road between N1 and N2. You are assured that the road network has the property as described in the problem statement.For each test case, output modulo 100000007 the number of ways of selecting K pairs of sister cities satisfying the conditions in the problem statement.",4698,2239,0,42,0.826530612245,8,1
45422,-0.305985766753,SKISLOPE,"  A skier wants to ski down from the top of a mountain to its base. There are several possible routes, using different slopes enroute, and passing through some flat areas. The effort expended in skiing down a slope depends upon the length of the slope and the speed of skiing. For each slope, there is a maximum advisable speed. The skier wants to use a toute that minimizrs the average effort spent per unit distance traveled (i.e. the total effort expended divided by the total distance traveled).  The flat regions on the mountain are numbered 1 to N from top to bottom. The skier begins at level 1 and needs to reach level N. You are given the numbers of the flat regions each slope connects. Note that on a slope, one can only ski downwards. For each slope, you are also given the length of the slope and the maximum advisable speed for it. The effort expended in skiing down a particular slope is given by the following formula:  e = d*(70-s) if s  60, and e = d*(s-50) if s > 60  where e is the effort required, d is the distance traveled and s is the speed of travel.  You have to determine the minimum average effort per unit distance that the skier has to expend in order to reach the mountain base, while staying within the maximum advisable speed at every slope.   The first line of input gives the number of test cases T(20). This is followed by the descriptions of the test cases  For each test case, the first line of input gives the number of flats, N (N  1000), and the number of slopes, R (R  20000), connecting them respectively. Each of the next R lines describes a slope by giving: the numbers of the flats at the top and the bottom of the slope, the maximum advisable speed for the slope ( 100), and the length of the slope ( 1000) respectively.   For each test case, output a single number (with four places after the decimal point, rounded up) that gives the minimum average effort per unit distance that needs to be expended to ski down from the mountain top to the base. The output for each test case should be on a separate line.  Example  Input: 2
4 5
1 4 30 60
1 2 50 40
1 3 60 20
2 4 60 50
3 4 50 50
3 3
1 2 50 40
1 3 40 20
2 3 20 30 Output: 14.4445
30.0000 ",-0.208156634651,IOPC1113,"A skier wants to ski down from the top of a mountain to its base. There are several possible routes, using different slopes enroute, and passing through some flat areas. The effort expended in skiing down a slope depends upon the length of the slope and the speed of skiing. For each slope, there is a maximum advisable speed. The skier wants to use a toute that minimizrs the average effort spent per unit distance traveled (i.e. the total effort expended divided by the total distance traveled).The flat regions on the mountain are numbered 1 to N from top to bottom. The skier begins at level 1 and needs to reach level N. You are given the numbers of the flat regions each slope connects. Note that on a slope, one can only ski downwards. For each slope, you are also given the length of the slope and the maximum advisable speed for it. The effort expended in skiing down a particular slope is given by the following formula:e = d*(70-s) if s ≤ 60, and e = d*(s-50) if s > 60where e is the effort required, d is the distance traveled and s is the speed of travel.You have to determine the minimum average effort per unit distance that the skier has to expend in order to reach the mountain base, while staying within the maximum advisable speed at every slope.The first line of input gives the number of test cases T(≤20). This is followed by the descriptions of the test casesFor each test case, the first line of input gives the number of flats, N (N ≤ 1000), and the number of slopes, R (R ≤ 20000), connecting them respectively. Each of the next R lines describes a slope by giving: the numbers of the flats at the top and the bottom of the slope, the maximum advisable speed for the slope (≤ 100), and the length of the slope (≤ 1000) respectively.For each test case, output a single number (with four places after the decimal point, rounded up) that gives the minimum average effort per unit distance that needs to be expended to ski down from the mountain top to the base. The output for each test case should be on a separate line.",4699,2453,0,52,0.807291666667,8,1
45424,-0.27357257219,PLCNMGME,"  Place-name game is a favourite pastime among the few children that go to school in Dystopia. The game is played as follows : One player says the name of a city and the next player has to say the name of a city that begins with the last letter of the said city. The game then goes on.  Dystopian cities recently went through a massive renaming. Now each city has a name that begins with a consonant and ends with a consonant.  Anaximander is a student with a very poor knowledge of geography. Hence he fares very poorly in the game. He has recently come up with a new idea. He would just remember the name of 21 Dystopian cities. He wants to choose the 21 cities such that there is exactly one city name starting with each consonant and exactly one city name ending with each. This would give him a good advantage in the game, whether he is playing first or second.  Given the names of the N cities in Dystopia, find out the number of ways Anaximander can select 21 city names out of the lot satisfying the properties. As this number can be very large, output it modulo 100000007.   The first line of the input contains N (1000), the number of cities. This is followed by N lines, each containing the name of a city in Dystopia. Each city name will begin and end with a consonant, and will contain at least 2 and at most 10 letters.   Output modulo 100000007 the number of ways Anaximander can choose 21 city names out of the N with the intended properties.  Example  Input: 23
BBBB
CCCC
DDDD
FFFF
GGGG
HHHH
JJJJ
KKKK
LLLL
MMMM
NNNN
PPPP
QQQQ
RRRR
SSSS
TTTT
VVVV
WWWW
XXXX
YYYY
ZZZZ
BAAC
CAAB Output: 2 ",-0.208156634651,IOPC1114,"Place-name game is a favourite pastime among the few children that go to school in Dystopia. The game is played as follows : One player says the name of a city and the next player has to say the name of a city that begins with the last letter of the said city. The game then goes on.Dystopian cities recently went through a massive renaming. Now each city has a name that begins with a consonant and ends with a consonant.Anaximander is a student with a very poor knowledge of geography. Hence he fares very poorly in the game. He has recently come up with a new idea. He would just remember the name of 21 Dystopian cities. He wants to choose the 21 cities such that there is exactly one city name starting with each consonant and exactly one city name ending with each. This would give him a good advantage in the game, whether he is playing first or second.Given the names of the N cities in Dystopia, find out the number of ways Anaximander can select 21 city names out of the lot satisfying the properties. As this number can be very large, output it modulo 100000007.The first line of the input contains N (≤1000), the number of cities. This is followed by N lines, each containing the name of a city in Dystopia. Each city name will begin and end with a consonant, and will contain at least 2 and at most 10 letters.Output modulo 100000007 the number of ways Anaximander can choose 21 city names out of the N with the intended properties.",4700,2452,0,22,0.871621621622,8,1
45425,-0.28551427545,ENUMRTNL,"  It is well known that rational numbers form a countable set. Hence the set of rational numbers in the open interval (0,1) also form a countable set.  Here we enumerate the rationals in (0,1) in the following fashion. First, every rational is expressed in the lowest terms : ie, as p/q where p and q are positive integers with no common factor other than one. Then we sort the fractions in the ascending order of p+q. In case of a tie, the smaller fraction comes first.  The first few terms in this enumeration are 1/2, 1/3, 1/4, 2/3, 1/5, 1/6, 2/5...  Given a natural number N, find the numerator and denominator of the Nth term in the enumeration.   The first line of the input contains T (1000), the number of test cases. This is followed by T lines, each containing an integer N(10 11 ).   For each value of N, output separated by space the numerator and denominator (in lowest terms) of the Nth fraction in the enumeration  Example  Input: 2 3 6 Output: 1 4 1 6 ",-0.209035028638,IOPC1115,"It is well known that rational numbers form a countable set. Hence the set of rational numbers in the open interval (0,1) also form a countable set.Here we enumerate the rationals in (0,1) in the following fashion. First, every rational is expressed in the lowest terms : ie, as p/q where p and q are positive integers with no common factor other than one. Then we sort the fractions in the ascending order of p+q. In case of a tie, the smaller fraction comes first.The first few terms in this enumeration are 1/2, 1/3, 1/4, 2/3, 1/5, 1/6, 2/5...Given a natural number N, find the numerator and denominator of the Nth term in the enumeration.The first line of the input contains T (≤1000), the number of test cases. This is followed by T lines, each containing an integer N(≤1011).For each value of N, output separated by space the numerator and denominator (in lowest terms) of the Nth fraction in the enumeration",4701,1607,0,29,0.790322580645,8,1
45426,-0.28551427545,ENUMRTNL,"  It is well known that rational numbers form a countable set. Hence the set of rational numbers in the open interval (0,1) also form a countable set.  Here we enumerate the rationals in (0,1) in the following fashion. First, every rational is expressed in the lowest terms : ie, as p/q where p and q are positive integers with no common factor other than one. Then we sort the fractions in the ascending order of p+q. In case of a tie, the smaller fraction comes first.  The first few terms in this enumeration are 1/2, 1/3, 1/4, 2/3, 1/5, 1/6, 2/5...  Given a natural number N, find the numerator and denominator of the Nth term in the enumeration.   The first line of the input contains T (1000), the number of test cases. This is followed by T lines, each containing an integer N(10 11 ).   For each value of N, output separated by space the numerator and denominator (in lowest terms) of the Nth fraction in the enumeration  Example  Input: 2 3 6 Output: 1 4 1 6 ",-0.208335983846,IOPC1209,"Those of you who participated in IOPC last time might remember the ""Enumeration of rationals"" problem. Here is a variant of the same:We enumerate the rationals in (0,1) in the following fashion. First, every rational is expressed in the lowest terms : ie, as p/q where p and q are positive integers with no common factor other than one. Then we sort the fractions in the ascending order of p+q. In case of a tie, the smaller fraction comes first.The first few terms in this enumeration are 1/2, 1/3, 1/4, 2/3, 1/5, 1/6, 2/5...Given an integer N, find the position of 1/N in this enumeration.The first line of the input contains T, the number of test cases (T ≤ 25). This is followed by T lines, each containing an integer N (2 ≤ N ≤ 109).For each N in the input, output the position of 1/N in the enumeration.",4701,2214,0,41,0.520547945205,8,1
45428,-0.310250660775,CNTTEAMS,"  The teacher in the Dystopian School for Politics and other Dirty Games (DSPDG) is training students in group activities. She feels that to really understand group behavior, students need to practice working in groups of different sizes. This is how she groups the students:  There are N students in the class, with roll numbers from 1 to N(2N10 12 ). The teacher generates using her laptop a random permutation of the roll numbers. The student with the roll number equal to the i th number in the permutation is assigned as a ""target"" to the student with roll number as i (Note that ""targetship"" is not mutual. If 1 is the target for 2, 2 need not be the target for 1). If any student is assigned himself as the target, the teacher generates another permutation till no student is assigned himself.  The N students stand far from each other. Now student 1 goes and joins his target. After this, student 2 (and any student who is with him) joins 2's target. At the i th step, student i and anyone who is already with him joins i's target. In case i's target is already with him, nothing is done.  By following this procedure, when all students have joined their targets, the class gets split into some groups. For example, assume that there are 6 students in the class and the permutation that has been generated is {2,4,5,6,3,1}. First, 1 goes and joins 2. Then 1 and 2 join 4. Then 3 joins 5. Then 1, 2 and 4 join 6. 5 is already with 3 and hence does not move. Similarly 6 is already with 1 and does not move. In the end, we have 2 teams : {1,2,4,6} and {3,5}  Given N, find out the expectation value of the number of teams that will be formed when the teacher groups the class in this fashion.   First line of the input contains T(100), the number of test cases. Following this are T lines, each containing an integer N(2N10 12 ).   For each N, output the expectation value of the number of groups formed. Output 6 digits after the decimal point while printing the expectation value  Example  Input: 2
3
4 Output: 1.000000
1.333333 ",-0.209035028638,IOPC1116,"The teacher in the Dystopian School for Politics and other Dirty Games (DSPDG) is training students in group activities. She feels that to really understand group behavior, students need to practice working in groups of different sizes. This is how she groups the students:There are N students in the class, with roll numbers from 1 to N(2≤N≤1012). The teacher generates using her laptop a random permutation of the roll numbers. The student with the roll number equal to the ith number in the permutation is assigned as a ""target"" to the student with roll number as i (Note that ""targetship"" is not mutual. If 1 is the target for 2, 2 need not be the target for 1). If any student is assigned himself as the target, the teacher generates another permutation till no student is assigned himself.The N students stand far from each other. Now student 1 goes and joins his target. After this, student 2 (and any student who is with him) joins 2's target. At the ith step, student i and anyone who is already with him joins i's target. In case i's target is already with him, nothing is done.By following this procedure, when all students have joined their targets, the class gets split into some groups. For example, assume that there are 6 students in the class and the permutation that has been generated is {2,4,5,6,3,1}. First, 1 goes and joins 2. Then 1 and 2 join 4. Then 3 joins 5. Then 1, 2 and 4 join 6. 5 is already with 3 and hence does not move. Similarly 6 is already with 1 and does not move. In the end, we have 2 teams : {1,2,4,6} and {3,5}Given N, find out the expectation value of the number of teams that will be formed when the teacher groups the class in this fashion.First line of the input contains T(≤100), the number of test cases. Following this are T lines, each containing an integer N(2≤N≤1012).For each N, output the expectation value of the number of groups formed. Output 6 digits after the decimal point while printing the expectation value",4702,632,0,30,0.854271356784,8,1
45532,-0.172028650372,TEMPLEQ,"       The Tirumala temple is the most visited place of worship in the world. As the number of pilgrims who visit the temple each day is very high, the head of the temple should keep monitoring the queue system. Today is another lovely day and he has started his work. There are N queues at the entrance of the temple and some of them are already filled with pilgrims. Each queue has a metal door at the beginning, which leads to the temple. When the door is opened, it allows only one pilgrim to get through it and it gets closed immediately after that.      New pilgrims are rushing in to the queues and the head needs to monitor the current sizes of the queues and decide which doors to be opened. At any time, he wants to know how many queues currently have at least X pilgrims. He also decides an integer Y and wants to open the doors of all the queues having at least Y pilgrims at that time. You are the controller of the queue system and are following his instructions. Respond quickly and win yourself a big laddu (sweet) from him :) .  Read the input section for rest of the details.   The first line contains two integers N and Q. N - The number of queues [ 1 <= N <= 100,000 ], Q - The number of queries [ 0 <= Q <= 500,000 ] . The second line contains N integers, which are the initial sizes of the queues. ith integer ( 1-based ) is the initial size of queue i  [ 0 <= initial size <= 100,000,000 ] Each of the next Q lines is one of the following 1 A  [ One pilgrim enters the queue# A ( 1 <= A <= N ) ] 2 X  [ Find the number of queues having atleast X pilgrims currently ( 0 <= X <= 1,000,000,000 )  ]  3 Y  [ Open the doors of all the queues having atleast Y pilgrims ( 1 <= Y <= 1,000,000,000 ), and thus allowing only one pilgrim to enter the temple from each of them ]   For each query of type ""2 X"" , print the answer in a new line.  Example  Input: 5 6 20 30 10 50 40 2 31 1 2 2 31 3 11 2 20 2 50 Output: 2 3 3 0 Note : Ideal time limit should be 2s. It has been increased to 7s, to let Java solutions pass, as the i/o is huge. * There are multiple test sets, and the judge shows the sum of the time taken over all test sets of your submission, if Accepted. ",-0.199089391387,TEMPQUE,"New pilgrims are rushing in to the queues and the head needs to monitor the current sizes of the queues and decide which doors to be opened. At any time, he wants to know how many queues currently have at least X pilgrims. He also decides an integer Y and wants to open the doors of all the queues having at least Y pilgrims at that time. You are the controller of the queue system and are following his instructions. Respond quickly and win yourself a big laddu (sweet) from him :) .The first line contains two integers N and Q. N - The number of queues [ 1 <= N <= 100,000 ], Q - The number of queries [ 0 <= Q <= 500,000 ] . The second line contains N integers, which are the initial sizes of the queues. ith integer ( 1-based ) is the initial size of queue i [ 0 <= initial size <= 100,000,000 ]

Each of the next Q lines is one of the following

1 A [ One pilgrim enters the queue# A ( 1 <= A <= N ) ]

2 X [ Find the number of queues having atleast X pilgrims currently ( 0 <= X <= 1,000,000,000 ) ]

3 Y [ Open the doors of all the queues having atleast Y pilgrims ( 1 <= Y <= 1,000,000,000 ), and thus allowing only one pilgrim to enter the temple from each of them ]For each query of type ""2 X"" , print the answer in a new line.",4721,3548,0,219,0.545851528384,3,1
45545,0.0561752281128,CANDYSTN,"      Little Pratya loves collecting candies and she also likes playing games :).  Today Pratya is travelling in bus and she has a bag full of N candies. She looks outside the window and notices milestones with numbers written on them. She decides to play a game. She wants to select some initial non-zero number of candies from the bag and call it her collection of candies. When she sees a milestone on the way, she will add or remove some candies from her collection as following. Let the previous milestone number be a1 and the current milestone number be a2 .        a2 > a1 : Pratya adds ( a2 - a1 ) candies to her collection (thus, her bag of candies loses them). If the bag doesn't contain  at least ( a2 - a1 ) candies, she starts crying.  a2 < a1 : Pratya removes ( a1 - a2 ) candies from her collection (thus, her bag of candies gains them). If her collection doesn't contain  more than ( a1 - a2 ) candies, she starts crying.  a1 = a2 : Pratya is bored to see the same number again and so she eats one of the candies from her collection.  Moreover, Pratya always wants her candy collection to have at least one candy, otherwise she starts crying. Given the numbers written on all the milestones in order, find the minimum number of candies Pratya should select in the beginning so that she doesn't have to cry at all.  If it is not possible , print -1. Note that no change to the collection happens when she sees the first milestone.     The first line contain the number of test cases T . Each test case has two lines. The first line specifies N and M . N is the number of candies in the bag and M is the total number of milestones. Second line contains M integers, the numbers written on the milestones, in the order Pratya sees them.  ^ is used for power.  T <= 150  1 <= N <= 10^7  2 <= M <= 10^4  Each milestone number will be between [-10^6,10^6].   For each test case output the minimum number of candies that should be selected from the bag or -1 if its not possible  Example  Input: 3 10 5 1 5 1 -1 -2 2 5 1 5 1 -1 -2 100 3 1 2 3 Output: 4 -1 1  Note : Large input, prefer using scanf / printf to cin / cout  * There are multiple test sets, and the judge shows the sum of the time taken over all test sets of your submission, if Accepted. ",-0.20433680515,MILESTN,"a2 > a1 : Pratya adds ( a2 - a1 ) candies to her collection (thus, her bag of candies loses them). If the bag doesn't contain at least ( a2 - a1 ) candies, she starts crying.a2 < a1 : Pratya removes ( a1 - a2 ) candies from her collection (thus, her bag of candies gains them). If her collection doesn't contain more than ( a1 - a2 ) candies, she starts crying.a1 = a2 : Pratya is bored to see the same number again and so she eats one of the candies from her collection.Moreover, Pratya always wants her candy collection to have at least one candy, otherwise she starts crying. Given the numbers written on all the milestones in order, find the minimum number of candies Pratya should select in the beginning so that she doesn't have to cry at all. If it is not possible , print -1. Note that no change to the collection happens when she sees the first milestone.The first line contain the number of test cases T. Each test case has two lines. The first line specifies N and M. N is the number of candies in the bag and M is the total number of milestones. Second line contains M integers, the numbers written on the milestones, in the order Pratya sees them.^ is used for power.T <= 1501 <= N <= 10^72 <= M <= 10^4Each milestone number will be between [-10^6,10^6].For each test case output the minimum number of candies that should be selected from the bag or -1 if its not possible",4722,3243,0,213,0.538095238095,5,1
